STATION,DATE,TMAX,TMIN,PRCP
USC480001,2020-01-01,32.483570765056164,23.327945226596395,10.838215058975361
USC480001,2020-01-02,29.336206086293835,24.26528779809963,0.0
USC480001,2020-01-03,33.29349754887174,23.840825224004945,0.0
USC480001,2020-01-04,37.697730754768315,26.304722121734656,0.7918446443525972
USC480001,2020-01-05,28.93934023569313,19.651325957279397,0.0
USC480001,2020-01-06,28.966946657459168,17.851056503194755,0.0
USC480001,2020-01-07,38.061218223058276,27.99340683479562,0.0
USC480001,2020-01-08,34.02984853914975,28.185939624323915,0.0
USC480001,2020-01-09,27.872821430271756,16.555648279270862,0.7573720829147271
USC480001,2020-01-10,32.9605094373119,27.495402526821476,0.2859169171018889
USC480001,2020-01-11,27.958133681837243,19.2203613740029,2.0014994096702523
USC480001,2020-01-12,27.97408304589008,21.979123179335875,0.0
USC480001,2020-01-13,31.540049255018655,26.45810297990233,0.0
USC480001,2020-01-14,20.79133884727536,12.837099026381885,2.364566975087965
USC480001,2020-01-15,21.760648845673515,14.695363892094422,0.0
USC480001,2020-01-16,27.60129373842649,19.19929028184327,0.0
USC480001,2020-01-17,25.376064272544134,16.335665065402278,0.0
USC480001,2020-01-18,32.03893981450149,26.73276630833886,0.0
USC480001,2020-01-19,25.95506051354535,20.09403744767913,0.0
USC480001,2020-01-20,23.461134261077685,14.550637485924707,1.9308187606479257
USC480001,2020-01-21,37.87836230066954,30.47619082846093,0.4131627779968365
USC480001,2020-01-22,29.448696128443316,19.34448171559718,0.0
USC480001,2020-01-23,30.942670990515275,21.376629450371695,0.0
USC480001,2020-01-24,23.508734208553275,12.589503667623926,0.0
USC480001,2020-01-25,27.93799920092941,18.090549414244833,1.9199938907486236
USC480001,2020-01-26,31.241955642562576,23.23243810083154,0.0
USC480001,2020-01-27,24.95979653910861,15.249030182347582,0.4369233486150885
USC480001,2020-01-28,32.62066778722647,25.692999567438545,0.0
USC480001,2020-01-29,27.76638872767556,20.622194236228072,0.0
USC480001,2020-01-30,29.33850879809457,18.815612678649018,0.0
USC480001,2020-01-31,27.815830419359514,19.690893804548438,1.3020577624235352
USC480001,2020-02-01,40.113130575896946,29.52446819226848,0.0
USC480001,2020-02-02,30.811619617770138,20.054663002092187,0.0
USC480001,2020-02-03,25.617906776030658,14.614970412401671,0.0
USC480001,2020-02-04,35.046530928023486,23.630084277135033,0.11743507517392474
USC480001,2020-02-05,24.856922007928162,16.84002546433509,0.22294369810262302
USC480001,2020-02-06,32.03278074302335,24.80071301477538,0.0
USC480001,2020-02-07,21.217422955254534,12.142031729095738,1.57203817632581
USC480001,2020-02-08,24.402142109888167,16.803935145824774,0.0
USC480001,2020-02-09,32.054664963303864,22.847145795702232,0.0
USC480001,2020-02-10,34.7899654402884,24.850864401781628,0.0
USC480001,2020-02-11,31.981734706463694,22.162899577018734,0.0
USC480001,2020-02-12,30.57389932985263,22.952029120711778,1.378828088975233
USC480001,2020-02-13,29.673856063590666,23.505834651699395,2.3379219498019843
USC480001,2020-02-14,23.813984425453853,15.8002790562184,0.0
USC480001,2020-02-15,27.63457888479457,21.63641987622121,0.0
USC480001,2020-02-16,28.95779701305135,17.727117766764692,1.901960548155598
USC480001,2020-02-17,36.57377800968685,29.152635784521845,4.564296577655907
USC480001,2020-02-18,33.033419085067926,26.95220085450466,0.0
USC480001,2020-02-19,22.527272045348774,17.349137726008518,1.7499627639396607
USC480001,2020-02-20,32.99002195897326,23.46926525496787,0.0
USC480001,2020-02-21,29.471303783439286,20.012987561256082,0.0
USC480001,2020-02-22,28.039201720174127,20.654972554105086,2.0486737461892894
USC480001,2020-02-23,34.50927284392532,29.00728962199176,0.0
USC480001,2020-02-24,36.63295151142394,28.765549247157317,0.0
USC480001,2020-02-25,36.16139949453006,28.982877029086303,0.0
USC480001,2020-02-26,27.335938463405178,17.59609398526011,1.625955490016639
USC480001,2020-02-27,30.012973241389734,20.7725184952209,0.8882712809725026
USC480001,2020-02-28,33.24234285955769,25.690186762174907,0.0
USC480001,2020-02-29,36.49072314123939,29.96547526145446,0.0
USC480001,2020-03-01,29.244079021331956,17.327827258242813,0.0
USC480001,2020-03-02,30.738588614888716,22.560577266515914,0.0
USC480001,2020-03-03,26.162122179651078,16.344202529189417,0.0
USC480001,2020-03-04,25.7396574259144,19.755786652865876,2.422044883554692
USC480001,2020-03-05,35.810192781664966,27.411064884049182,0.0
USC480001,2020-03-06,38.55561624448177,33.36285920539551,0.0
USC480001,2020-03-07,31.441196916279882,22.90301109090673,0.0
USC480001,2020-03-08,36.84572210912732,25.097600259303405,0.0
USC480001,2020-03-09,33.66302619588683,25.973579204986226,1.2109454769277448
USC480001,2020-03-10,28.6560137869206,23.383041698896218,0.0
USC480001,2020-03-11,33.715334798182305,28.4986442617469,0.0
