DATE,SECONDARY_VAL
2020-01-01,23.022313483374308
2020-01-02,20.334230484138295
2020-01-03,44.9718202726895
2020-01-04,27.077122129234468
2020-01-05,44.50871294666948
2020-01-06,39.698255073131705
2020-01-07,13.68472032773148
2020-01-08,42.544157476417965
2020-01-09,31.595241730573616
2020-01-10,37.10400561972395
2020-01-11,18.76017865320003
2020-01-12,10.010823017559192
2020-01-13,23.347523728453975
2020-01-14,17.62509353259111
2020-01-15,27.408660582612
2020-01-16,13.635912441987742
2020-01-17,45.80185202992255
2020-01-18,14.7489548643299
2020-01-19,40.56739722238698
2020-01-20,47.57298126668856
2020-01-21,15.929138655909409
2020-01-22,23.85907174361357
2020-01-23,39.24249952387089
2020-01-24,38.57848312177581
2020-01-25,11.495802010983137
2020-01-26,12.827762193950484
2020-01-27,14.805585293071841
2020-01-28,32.720874624193726
2020-01-29,12.201724339261357
2020-01-30,33.53639791698164
2020-01-31,23.698479348381657
2020-02-01,36.776417335590146
2020-02-02,41.2816933434154
2020-02-03,41.65597295656414
2020-02-04,11.505392968845495
2020-02-05,47.88781308373793
2020-02-06,33.46585147147471
2020-02-07,45.82796381879207
2020-02-08,34.60580725637702
2020-02-09,29.36468111386653
2020-02-10,39.18914463368877
2020-02-11,18.77685051782087
2020-02-12,14.12904892065956
2020-02-13,13.619928787796361
2020-02-14,43.965442738172904
2020-02-15,46.497791677946445
2020-02-16,42.57655995770923
2020-02-17,46.177345234822766
2020-02-18,49.39103028844461
2020-02-19,31.042355195596308
2020-02-20,16.155222788956387
2020-02-21,34.31706075757768
2020-02-22,24.15573078586649
2020-02-23,23.85794385740191
2020-02-24,39.112324434645515
2020-02-25,13.62602752381755
2020-02-26,11.501260381548356
2020-02-27,37.810978714072114
2020-02-28,20.429191419307543
2020-02-29,25.42004780692922
2020-03-01,22.305319397785045
2020-03-02,34.59364833639145
2020-03-03,16.18062156476529
2020-03-04,38.82352217885008
2020-03-05,46.99707826472579
2020-03-06,43.444347523573754
2020-03-07,46.281478776733536
2020-03-08,47.48283427488036
2020-03-09,24.89336729452078
2020-03-10,41.82960723494081
2020-03-11,29.793024595382512
2020-03-12,20.790926793715997
2020-03-13,39.875280965900856
2020-03-14,19.765143074826756
2020-03-15,14.38482154472792
2020-03-16,38.18478235020181
2020-03-17,21.50220054380718
2020-03-18,22.236750962768618
2020-03-19,45.24491333539691
2020-03-20,15.421569015116043
2020-03-21,40.59384071444988
2020-03-22,25.44850161538786
2020-03-23,45.72041403761544
2020-03-24,27.61376803509508
2020-03-25,26.360915634827688
2020-03-26,27.194644454917555
2020-03-27,43.507618238547984
2020-03-28,10.420408217441155
2020-03-29,38.19452079255882
2020-03-30,18.209612558872628
2020-03-31,45.28502068533541
2020-04-01,25.037066165374256
2020-04-02,23.558223107881187
2020-04-03,38.504975288080104
2020-04-04,38.897960613651
2020-04-05,35.34843930322421
2020-04-06,23.192329105439242
2020-04-07,34.41412206988659
2020-04-08,12.170636888317512
2020-04-09,48.20719237383207
2020-04-10,28.108472477597545
2020-04-11,22.179110072487383
2020-04-12,44.43115936957532
2020-04-13,22.96687944850462
2020-04-14,49.886936902624356
2020-04-15,37.62398191130518
2020-04-16,35.983121437222096
2020-04-17,16.074262402442727
2020-04-18,34.39450808058034
2020-04-19,16.204997364441624
2020-04-20,41.344166263554456
2020-04-21,15.536095861389803
2020-04-22,24.353308257345894
2020-04-23,29.069311367136027
2020-04-24,42.207742543704214
2020-04-25,35.3104079673293
2020-04-26,39.91869442564156
2020-04-27,19.758964418327647
2020-04-28,19.490537937221877
2020-04-29,25.224797432582623
2020-04-30,10.747234764664979
2020-05-01,43.22816535290769
2020-05-02,24.798746145585
2020-05-03,12.702145504266396
2020-05-04,44.8886186080602
2020-05-05,48.71305610766431
2020-05-06,35.86338151466184
2020-05-07,24.263531025851623
2020-05-08,26.550279462601786
2020-05-09,20.246226539402837
2020-05-10,38.45101403159359
2020-05-11,24.242883028083728
2020-05-12,11.299351733099584
2020-05-13,11.846487243169506
2020-05-14,34.589982554262235
2020-05-15,21.615360291306306
2020-05-16,16.743665531744185
2020-05-17,32.094602000448006
2020-05-18,21.137459771487496
2020-05-19,12.933411780838831
2020-05-20,17.743295619676537
2020-05-21,41.11626879521848
2020-05-22,44.080458679929556
2020-05-23,44.88590515677861
2020-05-24,31.393315034007088
2020-05-25,48.038045282636
2020-05-26,16.06675287715165
2020-05-27,37.13424631079126
2020-05-28,38.17046308270129
2020-05-29,12.127416127880469
2020-05-30,21.297905653283223
2020-05-31,47.96192542085678
2020-06-01,40.36115621666109
2020-06-02,12.187757188717168
2020-06-03,31.631753227921088
2020-06-04,35.94488727103965
2020-06-05,48.92333580330094
2020-06-06,38.657365202700845
2020-06-07,35.54615818882511
2020-06-08,46.34109858210484
2020-06-09,36.437490710564184
2020-06-10,47.284882429650196
2020-06-11,29.711046382660392
2020-06-12,38.74260123395982
2020-06-13,35.270186332105446
2020-06-14,32.10104093864537
2020-06-15,22.963783514984005
2020-06-16,46.15113716824857
2020-06-17,20.80178609155482
2020-06-18,16.375577237553376
2020-06-19,38.482004449801835
2020-06-20,31.86211355873265
2020-06-21,20.514426565620788
2020-06-22,44.81230624814495
2020-06-23,21.448282910439413
2020-06-24,12.551282960886358
2020-06-25,10.614668684732687
2020-06-26,46.914200537875445
2020-06-27,26.087124003109167
2020-06-28,18.539556263648507
2020-06-29,32.684056577229065
2020-06-30,29.515426590378603
2020-07-01,49.993706132761076
2020-07-02,45.54019901728465
2020-07-03,20.844091962841176
2020-07-04,37.90837909222599
2020-07-05,25.486988028701756
2020-07-06,24.577506515187665
2020-07-07,24.68429315289454
2020-07-08,35.5702068326716
2020-07-09,31.519354787394192
2020-07-10,40.20199688359352
2020-07-11,16.11943384948657
2020-07-12,27.01708185811229
2020-07-13,44.412922223841534
2020-07-14,10.12657557879351
2020-07-15,34.939689952771644
2020-07-16,41.429480854534766
2020-07-17,25.354178876561747
2020-07-18,45.34463953379926
2020-07-19,39.42766811517458
2020-07-20,34.241927647075954
2020-07-21,17.93289912989467
